FROM,TO,DAY,DAYS,TYPE,Title_gsheets,NOTES,COLOR_CATEGORY,Date,Title_wiki,Year,Game Wiki Link,Source Links,mc_title,mc_slug,mc_releaseDate,mc_criticScore,mc_rating,mc_platforms
2024-11-14 00:00:00,2024-11-21 00:00:00,Thursday,7,dupe,Snakebird Complete,,FFD0E0E3,29 December 2023,Snakebird Complete,2023.0,https://ru.wikipedia.org/w/index.php?title=Snakebird&action=edit&redlink=1,https://ixbt.games/news/2023/12/29/v-epic-games-store-nacalas-razdaca-golovolomki-snakebird-complete-no-ne-v-rossii.html,Snakebird Complete,snakebird-complete,2023-11-24,0.0,E,"Nintendo Switch, PC"
2024-11-07 00:00:00,2024-11-14 00:00:00,Thursday,7,pack,Apex Legends™: Ash Free Unlock Bundle,,FFD0E0E3,,,,,,Apex Legends,apex-legends,2019-02-04,89.0,T,"PlayStation 4, Xbox One, PC, Nintendo Switch, PlayStation 5, Xbox Series X, Nintendo Switch 2"
2024-11-07 00:00:00,2024-11-14 00:00:00,Thursday,7,,Deceive Inc.,,FFD0E0E3,7-14 November 2024,Deceive Inc.,2024.0,https://ru.wikipedia.org/w/index.php?title=Deceive_Inc.&action=edit&redlink=1,https://media.vkplay.ru/news/2024-11-07/v-egs-besplatno-razdayut-shpionskii-onlain-shuter-ot-pervogo-litsa-deceive-inc/,Deceive Inc.,deceive-inc,2023-03-21,75.0,,"PC, Xbox Series X, PlayStation 5"
2024-10-31 00:00:00,2024-11-07 00:00:00,Thursday,7,dupe,Ghostwire: Tokyo,,FFD0E0E3,24 December 2023,Ghostwire: Tokyo,2023.0,https://ru.wikipedia.org/wiki/Ghostwire:_Tokyo,https://ixbt.games/news/2023/12/24/v-epic-games-store-nacalas-razdaca-ghostwire-tokyo-no-ne-dlya-rossii.html,GhostWire: Tokyo,ghostwire-tokyo,2022-03-22,75.0,T,"PlayStation 5, PC, Xbox Series X"
2024-10-31 00:00:00,2024-11-07 00:00:00,Thursday,7,dupe,Ghostwire: Tokyo,,FFD0E0E3,31 October - 7 November 2024,Ghostwire: Tokyo,2024.0,https://ru.wikipedia.org/wiki/Ghostwire:_Tokyo,https://kanobu.ru/news/ghostwire-tokyo-stala-vremenno-besplatnoj-v-magazine-egs-492699/,GhostWire: Tokyo,ghostwire-tokyo,2022-03-22,75.0,T,"PlayStation 5, PC, Xbox Series X"
2024-10-31 00:00:00,2024-11-07 00:00:00,Thursday,7,,Witch It,,FFD0E0E3,,,,,,Witch It,witch-it,2020-10-22,0.0,,"PC, PlayStation 5, Nintendo Switch, Xbox Series X"
2024-10-24 00:00:00,2024-10-31 00:00:00,Thursday,7,dupe,Moving Out,,FFD0E0E3,28 December 2021,Moving Out,2021.0,https://ru.wikipedia.org/w/index.php?title=Moving_Out_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://www.igromania.ru/news/112206/Simulyator_gruzchikov_Moving_Out_daryat_v_Epic_Games_Store.html,Moving Out,moving-out,2020-04-28,74.0,E,"PlayStation 4, PC, Nintendo Switch, Xbox One"
2024-10-24 00:00:00,2024-10-31 00:00:00,Thursday,7,dupe,Moving Out,,FFD0E0E3,24-31 October 2024,Moving Out,2024.0,https://ru.wikipedia.org/w/index.php?title=Moving_Out_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-moving-out-492471/,Moving Out,moving-out,2020-04-28,74.0,E,"PlayStation 4, PC, Nintendo Switch, Xbox One"
2024-10-17 00:00:00,2024-10-24 00:00:00,Thursday,7,dupe,Invincible Presents: Atom Eve,,FFD0E0E3,17-24 October 2024,Invincible Presents: Atom Eve,2024.0,https://ru.wikipedia.org/w/index.php?title=Invincible_Presents:_Atom_Eve&action=edit&redlink=1,https://www.igromania.ru/news/143494/v-egs-stali-besplatno-otdavat-igru-pro-atomnuyu-evu-iz-nepobedimogo-i-kardboard-kings/,Invincible Presents: Atom Eve,invincible-presents-atom-eve,2023-11-14,79.0,,PC
2024-10-17 00:00:00,2024-10-24 00:00:00,Thursday,7,,Kardboard Kings,,FFD0E0E3,,,,,,Kardboard Kings: Card Shop Simulator,kardboard-kings-card-shop-simulator,2022-02-10,0.0,,"PC, Nintendo Switch, iOS (iPhone/iPad)"
2024-10-10 00:00:00,2024-10-17 00:00:00,Thursday,7,,Empyrion - Galactic Survival,,FFD0E0E3,10-17 October 2024,Empyrion - Galactic Survival,2024.0,https://ru.wikipedia.org/w/index.php?title=Empyrion_%E2%80%94_Galactic_Survival&action=edit&redlink=1,https://www.igromania.ru/news/143318/v-egs-stali-besplatno-otdavat-kosmicheskuyu-vyizhivalku-empyrion-galactic-survival/,Empyrion - Galactic Survival,empyrion-galactic-survival,2020-08-05,,,PC
2024-10-10 00:00:00,2024-10-17 00:00:00,Thursday,7,,Outliver: Tribulation,,FFD0E0E3,,,,,,Outliver: Tribulation,outliver-tribulation,2023-07-18,,,PC
2024-10-05 00:00:00,2024-10-10 00:00:00,Saturday,5,pack2,World of Warships x TMNT — Mission: Free Permanent Camo Unlock,,FFFFF2CC,,,,,,World of Warships,world-of-warships,2015-09-17,81.0,T,PC
2024-09-26 00:00:00,2024-10-03 00:00:00,Thursday,7,,Bear and Breakfast,,FFD0E0E3,3-10 October 2024,Bear and Breakfast,2024.0,https://ru.wikipedia.org/w/index.php?title=Bear_and_Breakfast&action=edit&redlink=1,https://www.igromania.ru/news/143111/v-egs-stali-besplatno-otdavat-milyij-simulyator-bear-and-breakfast-pro-razvitie-gostinitsyi/,Bear and Breakfast,bear-and-breakfast,2022-07-28,72.0,,"PC, Nintendo Switch, PlayStation 5, PlayStation 4"
2024-09-19 00:00:00,2024-09-26 00:00:00,Thursday,7,,The Spirit and the Mouse,,FFD0E0E3,26 September - 3 October 2024,The Spirit and the Mouse,2024.0,https://ru.wikipedia.org/w/index.php?title=The_Spirit_and_the_Mouse&action=edit&redlink=1,https://www.igromania.ru/news/142936/v-epic-games-store-nachali-besplatno-otdavat-uyutnyij-platformer-the-spirit-and-the-mouse/,The Spirit and the Mouse,the-spirit-and-the-mouse,2022-09-26,82.0,E,"Nintendo Switch, PC, PlayStation 5, PlayStation 4"
2024-09-19 00:00:00,2024-09-26 00:00:00,Thursday,7,,The Last Stand: Aftermath,,FFD0E0E3,,,,,,The Last Stand: Aftermath,the-last-stand-aftermath,2021-11-16,73.0,,"PC, Xbox One, Xbox Series X, PlayStation 5, PlayStation 4"
2024-09-19 00:00:00,2024-09-26 00:00:00,Thursday,7,,TOEM,,FFD0E0E3,19-26 September 2024,Toem,2024.0,https://ru.wikipedia.org/w/index.php?title=Toem&action=edit&redlink=1,https://www.igromania.ru/news/142738/v-egs-nachali-besplatno-otdavat-toem-i-zombi-vyizhivalku-the-last-stand-aftermath/,TOEM,toem,2021-09-17,79.0,E,"Nintendo Switch, PC, PlayStation 5, Xbox Series X, Xbox One, iOS (iPhone/iPad)"
2024-09-12 00:00:00,2024-09-19 00:00:00,Thursday,7,,Rugrats: Adventures in Gameland,,FFD0E0E3,12-19 September 2024,Rugrats: Adventures in Gameland,2024.0,https://ru.wikipedia.org/w/index.php?title=Rugrats:_Adventures_in_Gameland&action=edit&redlink=1,https://www.igromania.ru/news/142540/v-epic-games-store-stali-besplatno-otdavat-platformer-rugrats-adventures-in-gameland/,Rugrats: Adventures in Gameland,rugrats-adventures-in-gameland,2024-09-10,74.0,E,"Nintendo Switch, PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One"
2024-09-12 00:00:00,2024-09-19 00:00:00,Thursday,7,,SUPER CRAZY RHYTHM CASTLE,,FFD0E0E3,,,,,,Super Crazy Rhythm Castle,super-crazy-rhythm-castle,2023-11-14,60.0,E10+,"Nintendo Switch, PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One"
2024-09-05 00:00:00,2024-09-12 00:00:00,Thursday,7,,Football Manager 2024,,FFD0E0E3,,,,,,Football Manager 2024,football-manager-2024,2023-11-06,84.0,E,"PC, Xbox Series X, Xbox One, PlayStation 5, iOS (iPhone/iPad), Nintendo Switch"
2024-09-05 00:00:00,2024-09-12 00:00:00,Thursday,7,,Sniper Ghost Warrior Contracts,,FFD0E0E3,5-12 September 2024,Sniper Ghost Warrior Contracts,2024.0,https://ru.wikipedia.org/wiki/Sniper_Ghost_Warrior_Contracts,https://www.igromania.ru/news/142309/v-egs-stali-besplatno-otdavat-sniper-ghost-warrior-contracts-i-fooball-manager-2024/,Sniper Ghost Warrior Contracts,sniper-ghost-warrior-contracts,2019-11-22,71.0,M,"PC, Xbox One, PlayStation 4"
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,dupe,Fallout® Classic Collection,Fallout: A Post Nuclear Role Playing Game,FFD0E0E3,29 August - 5 September 2024,Fallout Classic Collection,2024.0,https://ru.wikipedia.org/wiki/Fallout_(%D0%B8%D0%B3%D1%80%D0%B0),https://www.igromania.ru/news/142068/v-epic-games-store-nachali-otdavat-nabor-fallout-i-simulyator-wild-card-football/,Marvel vs. Capcom Fighting Collection: Arcade Classics,marvel-vs-capcom-fighting-collection-arcade,2024-09-12,87.0,,"PlayStation 4, Nintendo Switch, PC, Xbox One"
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,dupe,Fallout 2: A Post Nuclear Role Playing Game,Fallout 2: A Post Nuclear Role Playing Game,FFD0E0E3,,,,,,DUST - A Post Apocalyptic Role Playing Game,dust-a-post-apocalyptic-role-playing-game,2022-05-01,,,PC
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,dupe,Fallout Tactics: Brotherhood of Steel,Fallout Tactics: Brotherhood of Steel,FFD0E0E3,29 August - 5 September 2024,Fallout Tactics: Brotherhood of Steel,2024.0,https://ru.wikipedia.org/wiki/Fallout_(%D0%B8%D0%B3%D1%80%D0%B0),https://www.igromania.ru/news/142068/v-epic-games-store-nachali-otdavat-nabor-fallout-i-simulyator-wild-card-football/,Fallout Tactics: Brotherhood of Steel,fallout-tactics-brotherhood-of-steel,2001-03-14,82.0,M,PC
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,,Wild Card Football,,FFD0E0E3,,,,,,Wild Card Football,wild-card-football,2023-10-10,72.0,E,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch"
2024-08-22 00:00:00,2024-08-29 00:00:00,Thursday,7,,Gigantic: Rampage Edition,,FFD0E0E3,,,,,,Gigantic: Rampage Edition,gigantic-rampage-edition,2024-04-09,65.0,,"PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4"
2024-08-22 00:00:00,2024-08-29 00:00:00,Thursday,7,,The Callisto Protocol,,FFD0E0E3,22-29 August 2024,The Callisto Protocol,2024.0,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/141810/v-epic-games-store-stali-besplatno-otdavat-horror-the-callisto-protocol-i-otdadut-fallout/,The Callisto Protocol,the-callisto-protocol,2022-12-02,69.0,M,"PlayStation 5, PC, Xbox Series X, PlayStation 4, Xbox One"
2024-08-22 00:00:00,2024-08-29 00:00:00,Thursday,7,,The Callisto Protocol,,FFD0E0E3,24 December 2025,The Callisto Protocol,2025.0,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/161017/the-callisto-protocol-besplatno-razdayut-v-epic-games-store/,The Callisto Protocol,the-callisto-protocol,2022-12-02,69.0,M,"PlayStation 5, PC, Xbox Series X, PlayStation 4, Xbox One"
2024-08-15 00:00:00,2024-08-22 00:00:00,Thursday,7,,Death's Gambit: Afterlife,,FFD0E0E3,15-22 August 2024,Death's Gambit Afterlife,2024.0,https://ru.wikipedia.org/w/index.php?title=Death%E2%80%99s_Gambit&action=edit&redlink=1,https://www.igromania.ru/news/141551/v-egs-stali-besplatno-otdavat-deaths-gambit-afterlife-i-razdadut-the-callisto-protocol/,Death's Gambit: Afterlife,deaths-gambit-afterlife,2021-09-30,78.0,T,"Nintendo Switch, PC, PlayStation 4, Xbox Series X, Xbox One"
2024-08-15 00:00:00,2024-08-22 00:00:00,Thursday,7,pack,World of Warships — Starter Pack: Albany,,FFD0E0E3,,,,,,World of Warships,world-of-warships,2015-09-17,81.0,T,PC
2024-08-08 00:00:00,2024-08-15 00:00:00,Thursday,7,pack,Apex Legends™: Conduit Free Unlock Bundle,,FFD0E0E3,,,,,,Apex Legends,apex-legends,2019-02-04,89.0,T,"PlayStation 4, Xbox One, PC, Nintendo Switch, PlayStation 5, Xbox Series X, Nintendo Switch 2"
2024-08-08 00:00:00,2024-08-15 00:00:00,Thursday,7,,CYGNI - All Guns Blazing,,FFD0E0E3,8-15 August 2024,Cygni: All Guns Blazing,2024.0,https://ru.wikipedia.org/w/index.php?title=Cygni:_All_Guns_Blazing&action=edit&redlink=1,https://www.igromania.ru/news/141333/v-epic-games-store-razdayut-cygni-all-guns-blazing-i-dnf-duel/,CYGNI: All Guns Blazing,cygni-all-guns-blazing,2024-08-06,74.0,E10+,"PlayStation 5, PC, Xbox Series X"
2024-08-08 00:00:00,2024-08-15 00:00:00,Thursday,7,dupe,DNF Duel,,FFD0E0E3,20 December 2023,DNF Duel,2023.0,https://ru.wikipedia.org/wiki/DNF_Duel,https://www.championat.com/cybersport/news-5366068-v-epic-games-store-startovala-ezhednevnaya-razdacha-igr.html,DNF Duel: Who's Next,dnf-duel-whos-next,2022-06-28,80.0,T,"PlayStation 5, PlayStation 4, PC, Nintendo Switch"
2024-08-01 00:00:00,2024-08-08 00:00:00,Thursday,7,,LumbearJack,,FFD0E0E3,1-8 August 2024,LumbearJack,2024.0,https://ru.wikipedia.org/w/index.php?title=LumbearJack&action=edit&redlink=1,https://www.igromania.ru/news/141109/v-epic-games-store-besplatno-razdayut-golovolomku-lumbearjack/,LumbearJack,lumbearjack,2022-06-14,0.0,E10+,"Xbox Series X, Nintendo Switch, PC, Xbox One"
2024-08-01 00:00:00,2024-08-08 00:00:00,Thursday,7,,RAWMEN: Food Fighter Arena 🍜,,FFD0E0E3,,,,,,RAWMEN: Food Fighter Arena,rawmen-food-fighter-arena,2024-07-23,,,"PC, PlayStation 5, PlayStation 4, Xbox One, Xbox Series X"
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,dupe,F.I.S.T.: Forged In Shadow Torch,,FFD0E0E3,26 December 2022,F.I.S.T.: Forged In Shadow Torch,2022.0,https://ru.wikipedia.org/w/index.php?title=F.I.S.T.:_Forged_In_Shadow_Torch&action=edit&redlink=1,https://www.igromania.ru/news/121937/F.I.S.T._Forged_In_Shadow_Torch_stala_ocherednoy_besplatnoy_igroy_v_EGS.html,F.I.S.T.: Forged In Shadow Torch,fist-forged-in-shadow-torch,2021-09-07,80.0,E10+,"PlayStation 5, PlayStation 4, PC, Nintendo Switch, Xbox Series X"
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,dupe,F.I.S.T.: Forged In Shadow Torch,,FFD0E0E3,2-9 November 2023,F.I.S.T.: Forged In Shadow Torch,2023.0,https://ru.wikipedia.org/w/index.php?title=F.I.S.T.:_Forged_In_Shadow_Torch&action=edit&redlink=1,https://ixbt.games/news/2023/11/02/v-epic-games-store-razdayut-igru-o-repke-s-problemami-s-nalogovoi-turnip-boy-commits-tax-evasion.html,F.I.S.T.: Forged In Shadow Torch,fist-forged-in-shadow-torch,2021-09-07,80.0,E10+,"PlayStation 5, PlayStation 4, PC, Nintendo Switch, Xbox Series X"
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,dupe,F.I.S.T.: Forged In Shadow Torch,,FFD0E0E3,25 July - 1 August 2024,F.I.S.T.: Forged In Shadow Torch,2024.0,https://ru.wikipedia.org/w/index.php?title=F.I.S.T.:_Forged_In_Shadow_Torch&action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-fist-forged-in-shadow-torch-488833/,F.I.S.T.: Forged In Shadow Torch,fist-forged-in-shadow-torch,2021-09-07,80.0,E10+,"PlayStation 5, PlayStation 4, PC, Nintendo Switch, Xbox Series X"
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,pack,Olympics™ Go! Paris 2024 - Exclusive Outfits pack,,FFD0E0E3,,,,,,Olympics Go! Paris 2024,olympics-go-paris-2024,2024-06-11,,,PC
2024-07-18 00:00:00,2024-07-25 00:00:00,Thursday,7,,Arcade Paradise,,FFD0E0E3,18-25 July 2024,Arcade Paradise,2024.0,https://ru.wikipedia.org/w/index.php?title=Arcade_Paradise&action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-arcade-paradise-i-maid-of-sker-488611/,Arcade Paradise,arcade-paradise,2022-08-11,73.0,T,"PlayStation 5, PC, Xbox Series X, Nintendo Switch, Xbox One, PlayStation 4"
2024-07-18 00:00:00,2024-07-25 00:00:00,Thursday,7,,Maid of Sker,,FFD0E0E3,,,,,,Maid of Sker,maid-of-sker,2020-07-28,64.0,M,"PlayStation 4, PC, Xbox One, Nintendo Switch, Xbox Series X, PlayStation 5"
2024-07-11 00:00:00,2024-07-18 00:00:00,Thursday,7,,Floppy Knights,,FFD0E0E3,11-18 July 2024,Floppy Knights,2024.0,https://ru.wikipedia.org/w/index.php?title=Floppy_Knights&action=edit&redlink=1,https://www.igromania.ru/news/140461/v-epic-games-store-nachali-besplatno-otdavat-poshagovuyu-strategiyu-floppy-knights/,Floppy Knights,floppy-knights,2022-05-24,69.0,E10+,"Xbox Series X, PC, Xbox One, Nintendo Switch"
2024-07-04 00:00:00,2024-07-11 00:00:00,Thursday,7,,The Falconeer: Standard Edition,,FFD0E0E3,,,,,,The Falconeer: Warrior Edition,the-falconeer-warrior-edition,2021-08-05,75.0,T,"PlayStation 5, PlayStation 4, Nintendo Switch"
2024-06-27 00:00:00,2024-07-04 00:00:00,Thursday,7,,Sunless Skies: Sovereign Edition,,FFD0E0E3,27 June - 4 July 2024,Sunless Skies: Sovereign Edition,2024.0,https://ru.wikipedia.org/w/index.php?title=Sunless_Skies&action=edit&redlink=1,https://www.igromania.ru/news/139975/v-egs-stali-razdavat-rolevuyu-sunless-skies-v-stile-stimpanka-i-uzhasov-lavkrafta/,Sunless Skies: Sovereign Edition,sunless-skies-sovereign-edition,2021-05-19,0.0,T,"PlayStation 4, Nintendo Switch, Xbox One, PC"
2024-06-20 00:00:00,2024-06-27 00:00:00,Thursday,7,,Freshly Frosted,,FFD0E0E3,20-27 June 2024,Freshly Frosted,2024.0,https://ru.wikipedia.org/w/index.php?title=Freshly_Frosted&action=edit&redlink=1,https://www.igromania.ru/news/139765/v-epic-games-store-nachalas-besplatnaya-razdacha-golovolomki-freshly-frosted/,Freshly Frosted,freshly-frosted,2022-06-10,85.0,E,"Xbox One, PC, Nintendo Switch, PlayStation 4, Xbox Series X, iOS (iPhone/iPad)"
2024-06-20 00:00:00,2024-06-27 00:00:00,Thursday,7,,Rumble Club - Free Game of the Week Bonus,,FFD0E0E3,,,,,,The Walking Dead: A Telltale Games Series - Game of the Year Edition,the-walking-dead-a-telltale-games-series-game-of,2013-08-20,82.0,M,"PlayStation Vita, PC, PlayStation 3, Xbox 360, Xbox One, PlayStation 4"
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Cagnali's Order,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,Crime Boss: Rockay City - Cagnali's Order,crime-boss-rockay-city-cagnalis-order,2024-06-18,0.0,,"PC, Xbox Series X, PlayStation 5"
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Dragon's Gold Cup,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,Crime Boss: Rockay City - Dragon's Cup,crime-boss-rockay-city-dragons-cup,2023-09-14,0.0,M,"Xbox Series X, PC, PlayStation 5"
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Heavy Hitters Pack,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,Crime Boss: Rockay City,crime-boss-rockay-city,2023-03-28,52.0,,"PC, Xbox Series X, PlayStation 5"
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Tactical Weapon Pack,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,Crime Boss: Rockay City,crime-boss-rockay-city,2023-03-28,52.0,,"PC, Xbox Series X, PlayStation 5"
2024-06-13 00:00:00,2024-06-20 00:00:00,Thursday,7,pack,Idle Champions of the Forgotten Realms - Dungeon & Dragons Pack,,FFD0E0E3,,,,,,Idle Champions of the Forgotten Realms,idle-champions-of-the-forgotten-realms,2018-05-15,0.0,,"iOS (iPhone/iPad), PC, PlayStation 4, Xbox One, Nintendo Switch"
2024-06-13 00:00:00,2024-06-20 00:00:00,Thursday,7,,Redout 2,,FFD0E0E3,13-20 June 2024,Redout 2,2024.0,https://ru.wikipedia.org/w/index.php?title=Redout_2&action=edit&redlink=1,https://www.igromania.ru/news/139536/v-epic-games-store-nachali-besplatno-otdavat-gonku-redout-2/,Redout 2,redout-2,2022-06-16,78.0,E10+,"PC, PlayStation 4, Xbox One, Nintendo Switch, Xbox Series X, PlayStation 5"
2024-06-06 00:00:00,2024-06-13 00:00:00,Thursday,7,,Marvel’s Midnight Suns,,FFB6D7A8,6-13 June 2024,Marvel's Midnight Suns,2024.0,https://ru.wikipedia.org/wiki/Marvel%E2%80%99s_Midnight_Suns,https://kanobu.ru/news/v-egs-nachalas-razdacha-marvels-midnight-suns-487225/,Marvel's Midnight Suns,marvels-midnight-suns,2022-12-02,83.0,T,"PC, Xbox Series X, Xbox One, Nintendo Switch, PlayStation 5, PlayStation 4"
2024-05-30 00:00:00,2024-06-06 00:00:00,Thursday,7,,Chivalry 2,,FFB6D7A8,30 May - 6 June 2024,Chivalry 2,2024.0,https://ru.wikipedia.org/wiki/Chivalry_2,https://3dnews.ru/1105690/v-epic-games-store-startovala-razdacha-chivalry-2-razrabotchiki-ustroili-nedelyu-dvojnogo-opyta-igra-dostupna-v-rossii,Chivalry 2,chivalry-2,2021-06-08,82.0,M,"PC, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5"
2024-05-30 00:00:00,2024-06-06 00:00:00,Thursday,7,,Chivalry 2,,FFB6D7A8,31 December 2025,Chivalry 2,2025.0,https://ru.wikipedia.org/wiki/Chivalry_2,https://dtf.ru/games/4578650-chivalry-2-besplatnaya-razdacha-v-epic-games-store,Chivalry 2,chivalry-2,2021-06-08,82.0,M,"PC, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5"
2024-05-23 00:00:00,2024-05-30 00:00:00,Thursday,7,dupe2,"Warhammer 40,000: Gladius - Relics of War",Warhammer Skulls 2024 Event,FFFFF2CC,16-23 March 2023,"Warhammer 40,000: Gladius - Relics of War",2023.0,"https://ru.wikipedia.org/wiki/Warhammer_40,000:_Gladius_%E2%80%93_Relics_of_War",https://dtf.ru/sale/1692676-v-epic-games-store-nachalas-razdacha-strategii-warhammer-40-000-gladius-relics-of-war,"Warhammer 40,000: Gladius - Relics of War",warhammer-40000-gladius-relics-of-war,2018-07-12,71.0,,PC
2024-05-23 00:00:00,2024-05-30 00:00:00,Thursday,7,,Farming Simulator 22,,FFB6D7A8,23-30 May 2024,Farming Simulator 22,2024.0,https://ru.wikipedia.org/wiki/Farming_Simulator_22,https://www.igromania.ru/news/138759/v-epic-games-store-nachali-besplatno-otdavat-simulyator-farming-simulator-22/,Farming Simulator 22,farming-simulator-22,2021-11-22,75.0,E,"PlayStation 5, PC, Xbox Series X, Xbox One, PlayStation 4"
2024-05-22 00:00:00,2024-06-13 00:00:00,Wednesday,22,pack2,Echo Starter Pack,,FFFFF2CC,,,,,,Airport Ground Handling Simulator VR. Starter Pack.,airport-ground-handling-simulator-vr-starter-pack,TBA - Early Access,,,PC
2024-05-16 00:00:00,2024-05-23 00:00:00,Thursday,7,,Dragon Age: Inquisition - Game of the Year Edition,,FFB6D7A8,16-23 May 2024,Dragon Age: Inquisition - Game of the Year Edition,2024.0,https://ru.wikipedia.org/wiki/Dragon_Age:_Inquisition,https://www.igromania.ru/news/138515/v-egs-nachali-besplatno-otdavat-dragon-age-inquisition-avtorov-mass-effect/,Dragon Age: Inquisition - Game of the Year Edition,dragon-age-inquisition-game-of-the-year-edition,2015-10-06,,M,"Xbox One, PlayStation 4, PC"
2024-05-09 00:00:00,2024-05-16 00:00:00,Thursday,7,,Circus Electrique,,FFD0E0E3,9-16 May 2024,Circus Electrique,2024.0,https://ru.wikipedia.org/wiki/Circus_Electrique,https://kanobu.ru/news/v-epic-games-store-startovala-razdacha-stimpankovoj-rolyovki-circus-electrique-486278/,Circus Electrique,circus-electrique,2022-09-06,70.0,T,"Nintendo Switch, PC, Xbox Series X, Xbox One, PlayStation 4"
2024-05-09 00:00:00,2024-05-16 00:00:00,Thursday,7,pack,Firestone Free Offer,,FFD0E0E3,,,,,,I Offered You the Crown,i-offered-you-the-crown,2025-07-16,,,PC
2024-05-02 00:00:00,2024-05-09 00:00:00,Thursday,7,,Cat Quest 2,,FFD0E0E3,,,,,,Cat Quest,cat-quest,2017-11-10,74.0,E10+,"Nintendo Switch, PC, PlayStation 4, iOS (iPhone/iPad)"
2024-05-02 00:00:00,2024-05-09 00:00:00,Thursday,7,,Orcs Must Die! 3,,FFD0E0E3,2-9 May 2024,Orcs Must Die! 3,2024.0,https://ru.wikipedia.org/wiki/Orcs_Must_Die!_3,https://kanobu.ru/news/v-egs-startovala-razdacha-industria-i-lisa-definitive-edition-485755/,Orcs Must Die! 3,orcs-must-die-3,2021-07-23,77.0,,"PC, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5"
2024-05-02 00:00:00,2024-05-09 00:00:00,Thursday,7,,Orcs Must Die! 3,,FFD0E0E3,29 December 2024,Orcs Must Die! 3,2024.0,https://ru.wikipedia.org/wiki/Orcs_Must_Die!_3,https://dtf.ru/games/3337721-orcs-must-die-3-stala-12-igroi-na-prazdnichnoi-razdache-v-egs,Orcs Must Die! 3,orcs-must-die-3,2021-07-23,77.0,,"PC, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5"
2024-04-25 00:00:00,2024-05-02 00:00:00,Thursday,7,,INDUSTRIA,,FFD0E0E3,25 April - 2 May 2024,Industria,2024.0,https://ru.wikipedia.org/w/index.php?title=Industria_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-industria-i-lisa-definitive-edition-485755/,INDUSTRIA,industria,2021-09-30,67.0,,"PC, Xbox Series X, PlayStation 5, Xbox One"
2024-04-25 00:00:00,2024-05-02 00:00:00,Thursday,7,,LISA: Definitive Edition,LISA: The Joyful - Definitive Edition,FFD0E0E3,,,,,,LISA: Definitive Edition,lisa-definitive-edition,2023-07-18,83.0,M,"Nintendo Switch, PC, Xbox Series X, PlayStation 5, PlayStation 4, Xbox One"
2024-04-25 00:00:00,2024-05-02 00:00:00,Thursday,7,,LISA: The Painful - Definitive Edition,LISA: The Painful - Definitive Edition,FFD0E0E3,,,,,,LISA: The Painful - Definitive Edition,lisa-the-painful-definitive-edition,2023-07-18,0.0,M,"Xbox Series X, Nintendo Switch, Xbox One, PlayStation 5, PlayStation 4, PC"
2024-04-18 00:00:00,2024-04-25 00:00:00,Thursday,7,,The Big Con,,FFD0E0E3,18-25 April 2024,The Big Con,2024.0,https://ru.wikipedia.org/wiki/The_Big_Con,https://kanobu.ru/news/v-egs-startovala-razdacha-the-big-con-i-town-of-salem-2-485446/,The Big Con,the-big-con,2021-08-31,77.0,,"PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4"
